event_id,ticker,catalyst_type,catalyst_date,indication_text,is_cns,status
1000552,SNDX,Phase1/2,2026-12-31,Revumenib (SNDX-5613) + venetoclax + decitabine and cedazuridine,0,upcoming
1000553,CGON,Phase3,2026-12-31,Cretostimogene,0,upcoming
1000554,ARQT,Phase2,2026-12-31,ZORYVE/Roflumilast (ARQ-154) (PDE4 Inhibitor),0,upcoming
1000555,CLYM,Phase1/2,2026-12-31,Budoprutug (CD19 Antibody),0,upcoming
1000556,OCGN,Phase3,2027-03-31,OCU400,0,upcoming
1000557,RNAC,Phase1/2,2027-06-30,Descartes-08,0,upcoming
1000558,RNAC,Phase2,2027-06-30,Descartes-08,0,upcoming
1000559,XNCR,Phase1,2027-06-30,XmAb412 (TL1A/IL23p19 Bispecific),0,upcoming
1000560,ZLAB,Phase1,2027-06-30,ZL-6201 (LRRC15 ADC),0,upcoming
1000561,TOVX,Phase2,2027-09-30,VCN-01 (zabilugene almadenorepvec) (Oncolytic Adenovirus),0,upcoming
1000562,TVTX,Phase2,2027-12-31,Sparsentan ,0,upcoming
1000563,DFTX,Phase3,2026-08-10,DT120 (formerly MM120; lysergide D-tartrate),0,upcoming
1000564,ENTX,Phase3,2026-12-31,Next-Gen EB613 (PTH Agonist),0,upcoming
1000565,SLDB,Phase1,2027-03-31,SGT-212 (dual route),0,upcoming
1000566,ZNTL,Phase2,2027-06-30,Azenosertib (ZN-c3) (oral inhibitor of WEE1) mono,0,upcoming
1000567,CTMX,Phase1,2027-06-30,CX-801 +/- KEYTRUDA,0,upcoming
1000568,DNLI,Phase1/2,2027-12-31,TAK-594/DNL593 (PTV:PGRN),0,upcoming
1000569,TENX,Phase3,2026-08-28,TNX-103 (Oral Levosimendan),0,upcoming
1000570,SLN,Phase3,2027-06-30,Divesiran,0,upcoming
1000571,CRVS,Phase1/2,2026-12-31,Soquelitinib (CPI-818) ,0,upcoming
1000572,PBYI,Phase2,2026-12-31,Alisertib,0,upcoming
1000573,VRCA,Phase3,2027-08-15,YCANTH (VP-102),0,upcoming
1000574,DNLI,Phase1,2027-12-31,DNL921 (Abeta TransportVehicle),0,upcoming
1000575,ARCT,Phase2,2026-09-30,ARCT-810 ,0,upcoming
1000576,CLLS,Phase2,2026-12-31,UCART22,0,upcoming
1000577,CLLS,Phase1,2026-12-31,UCART20x22,0,upcoming
1000578,ATYR,Phase2,2027-03-31,Efzofitimod,0,upcoming
1000579,DNLI,Phase2,2027-06-30,BIIB122 (DNL151),0,upcoming
1000580,TECX,Phase2,2029-03-31,TX45,0,upcoming
1000581,ORKA,Phase2,2026-09-30,ORKA-001,0,upcoming
1000582,OLMA,Phase3,2027-03-31,OP-1250 (palazestrant) (CER antagonist) ,0,upcoming
1000583,SEPN,Phase1,2027-03-31,SEP-479 (PTH1R Agonist),0,upcoming
1000584,MLTX,Phase3,2027-06-30,Sonelokimab ,0,upcoming
1000585,TNXP,Phase2,2027-08-15,TNX-102 SL ,0,upcoming
1000586,IPSEY,Phase3,2027-12-31,Navtemadlin (MDM2 Inhibitor),0,upcoming
1000587,GPCR,Phase2,2026-09-30,Aleniglipron (GSBR-1290),0,upcoming
1000588,GPCR,Phase2,2026-12-31,Aleniglipron (GSBR-1290),0,upcoming
1000589,KYTX,Phase2,2026-09-30,KYV-101,0,upcoming
1000590,TARA,Phase3,2026-12-31,IV Choline chloride,0,upcoming
1000591,DMAC,Phase2/3,2027-03-31,DM199 (KLK1 protein),0,upcoming
1000592,CRDF,Phase3,2027-03-31,Onvansertib + SOC (FOLFIRI + bevacizumab or FOLFOX + bevacizumab),0,upcoming
1000593,AUTL,Phase1,2027-03-31,Obecabtagene Autoleucel (Obe-Cel),0,upcoming
1000594,UPB,Phase2,2026-09-05,Verekitug,0,upcoming
1000595,CCCC,Phase1,2026-09-23,Cemsidomide (CFT7455) +/- dexamethasone,0,upcoming
1000596,DMAC,Phase2,2026-09-30,Rinvecalinase Alfa (DM199) (KLK1 Protein),0,upcoming
1000597,CNSY,Phase2,2027-03-31,REYOBIQ (Rhenium Re186 Obisbemeda),0,upcoming
1000598,BLTE,PDUFA,2027-02-12,Tinlarebant (LBS-008) ,0,upcoming
1000599,SPRY,Phase2,2027-03-31,neffy® (epinephrine nasal spray),0,upcoming
1000600,ORKA,Phase2,2027-03-31,ORKA-002,0,upcoming
1000601,ORKA,Phase2,2027-03-31,ORKA-002 (IL-17A/F Antibody),0,upcoming
1000602,STRO,Phase1,2027-06-30,STRO-004,0,upcoming
1000603,CNTB,Phase1,2026-03-31,Rademikibart (CBP-201) (Th2 Cell Modulator),0,upcoming
1000604,VTGN,Phase3,2026-09-30,Fasedienol (PH94B),0,upcoming
1000605,LGVN,Phase2,2026-09-30,Lomecel-B (laromestrocel),0,upcoming
1000606,VALN,Phase2,2026-09-30,Shigella4V2 (S4V2) ,0,upcoming
1000607,EIKN,Phase2,2026-10-26,EIK1001,0,upcoming
1000608,ANNX,Phase1,2026-11-15,ANX1502,0,upcoming
1000609,PYXS,Phase1,2026-11-15,"Micvotabart pelidotin (MICVO, formerly PYX-201)",0,upcoming
1000610,INKT,Phase2,2027-03-31,AgenT-797 ,0,upcoming
1000611,AVBP,Phase3,2026-12-31,Firmonertinib,0,upcoming
1000612,MPLT,Phase3,2028-12-31,ML-007C-MA (Undisclosed Mechanism),0,upcoming
1000613,CNSY,Phase2,2026-09-30,REYOBIQ (Rhenium Re186 Obisbemeda),0,upcoming
1000614,GHRS,Phase2,2026-09-30,GH001 (inhalable mebufotenin) (5-MeO-DMT) ,0,upcoming
1000615,AARD,Phase3,2026-09-30,ARD-101,0,upcoming
1000616,EIKN,Phase1/2,2026-10-23,EIK1003,0,upcoming
1000617,EIKN,Phase1/2,2026-10-23,EIK1004,0,upcoming
1000618,PBLS,Phase1/2,2026-10-23,Zolucatetide (FOG-001),0,upcoming
1000619,EIKN,Phase1/2,2026-10-23,EIK1003 (Selective PARP1 Inhibitor),0,upcoming
1000620,TCRX,Phase1,2026-12-31,TSC-101,0,upcoming
1000621,CRBU,Phase1,2026-12-31,CB-011,0,upcoming
1000622,OVID,Phase2,2026-12-31,OV329 (GABA-AT inhibitor),0,upcoming
1000623,ALMS,Phase2,2026-12-31,ESK-001,0,upcoming
1000624,FBIO,Phase2,2026-12-31,Triplex,0,upcoming
1000625,CELC,Phase1,2026-12-31,Gedatolisib + darolutamide (Nubeqa®),0,upcoming
1000626,ZYME,Phase1,2026-12-31,Pasritamig (Bispecific Antibody),0,upcoming
1000627,VERA,Phase2,2026-12-31,Atacicept,0,upcoming
1000628,VERA,Phase2,2026-12-31,Atacicept,0,upcoming
1000629,JSPR,Phase2,2026-12-31,Vensobafusp Alfa (KP-104) (Dual Complement Inhibitor),0,upcoming
1000630,PMN,Phase1,2027-03-31,PMN310,0,upcoming
1000631,FATE,Phase1,2027-06-30,FT836 (CAR T Cell),0,upcoming
1000632,IOVA,Phase1/2,2027-06-30,Amtagvi/Lifileucel (LN-144) (TIL Therapy),0,upcoming
1000633,IOVA,Phase1/2,2027-06-30,Amtagvi/Lifileucel (LN-144) (TIL Therapy),0,upcoming
1000634,BCRX,Phase3,2027-09-30,Navenibart (Plasma Kallikrein Inhibitor),0,upcoming
1000635,PLRX,Phase1,2027-12-31,PLN-101095,0,upcoming
1000636,LXEO,Phase3,2027-12-31,LX2006,0,upcoming
1000637,ALT,Phase2,2027-12-31,Pemvidutide (ALT-801) (GLP-1R/GCGR),0,upcoming
1000638,AKBA,Phase2,2027-12-31,AKB-097 (Complement Inhibitor),0,upcoming
1000639,AKBA,Phase2,2027-12-31,AKB-097 (Complement Inhibitor),0,upcoming
1000640,CLYM,Phase1,2027-12-31,Budoprutug (CD19 Antibody),0,upcoming
1000641,QNCX,Phase2,2028-03-31,Sirolimus/Rapamycin (LAM-001) (mTOR Inhibitor),0,upcoming
1000642,QNCX,Phase2,2028-03-31,Rapamycin/Sirolimus (LAM-001) (mTOR Inhibitor),0,upcoming
1000643,EYPT,Phase3,2026-12-31,DURAVYU™ (vorolanib intravitreal insert) (EYP-1901),0,upcoming
1000644,PHVS,Phase3,2026-09-04,Deucrictibant immediate-release capsules (PHVS416),0,upcoming
1000645,ALZN,Phase1/2,2026-09-29,AL001,0,upcoming
1000646,INBX,Phase2,2026-09-30,INBRX-106 (OX40 agonist) + Keytruda ,0,upcoming
1000647,ANL,Phase1,2026-11-04,AN4005 (PD-L1 Inhibitor),0,upcoming
1000648,ADCT,Phase3,2026-12-31,ZYNLONTA (Loncastuximab Tesirine) + rituximab,0,upcoming
1000649,AMLX,Other,2026-12-31,Avexitide,0,upcoming
1000650,ANL,Phase2,2027-06-30,Buparlisib/AN2025 in comb w/chemoradiotherapy and radiotherapy,0,upcoming
1000651,PBLS,Phase1/2,2027-06-30,Zolucatetide (FOG-001) (Beta-Catenin Inhibitor),0,upcoming
1000652,UTHR,Phase3,2027-12-31,Tyvaso (inhaled treprostinil),0,upcoming
1000653,MDWD,Phase3,2027-03-31,EscharEx,0,upcoming
1000654,ZBIO,PDUFA,2027-05-27,Obexelimab (CD19xFcyRIIb),0,upcoming
1000655,IMTX,Phase3,2027-06-30,ACTengine® IMA203 GEN1 (PRAME),0,upcoming
1000656,VALN,Phase3,2027-08-13,VLA15,0,upcoming
1000657,DTIL,Phase1/2,2026-08-27,ECUR-506,0,upcoming
1000658,IONS,Phase3,2026-08-28,Eplontersen (AKCEA-TTR-LRx) ,0,upcoming
1000659,IONS,Phase1,2026-08-28,ION775 (ApoC-III Silencing),0,upcoming
1000660,BNTX,Phase3,2026-09-14,BNT316 (ONC-392),0,upcoming
1000661,CGEM,Phase3,2026-09-14,Zipalertinib,0,upcoming
1000662,BNTX,Phase1/2,2026-09-15,Pumitamig/Elfetabart Drozuntecan (BNT327/BMS986545 + BNT324/DB-1311) (Bispecific ADC Combination),0,upcoming
1000663,TEVA,PDUFA,2027-03-31,Ecopipam (D1 Receptor Antagonist),0,upcoming
